Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1984","1984","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1985","1985","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1986","1986","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1987","1987","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1988","1988","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1989","1989","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1990","1990","tonnes","73","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1991","1991","tonnes","118","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1992","1992","tonnes","168","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1993","1993","tonnes","348","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1994","1994","tonnes","441","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1995","1995","tonnes","317","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1996","1996","tonnes","135","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1997","1997","tonnes","122","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1998","1998","tonnes","114","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","1999","1999","tonnes","108","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2000","2000","tonnes","119","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2001","2001","tonnes","128","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2002","2002","tonnes","148","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2003","2003","tonnes","118","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2004","2004","tonnes","112","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2005","2005","tonnes","92","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2006","2006","tonnes","101","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2007","2007","tonnes","127","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2008","2008","tonnes","127","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2009","2009","tonnes","110","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2010","2010","tonnes","140","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2011","2011","tonnes","155","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2012","2012","tonnes","83","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5610","Import Quantity","2775","Aquatic Plants","2013","2013","tonnes","103","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1961","1961","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1962","1962","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1963","1963","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1964","1964","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1965","1965","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1966","1966","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1967","1967","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1968","1968","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1969","1969","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1970","1970","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1971","1971","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1972","1972","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1973","1973","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1974","1974","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1975","1975","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1976","1976","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1977","1977","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1978","1978","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1979","1979","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1980","1980","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1981","1981","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1982","1982","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1983","1983","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1984","1984","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1985","1985","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1986","1986","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1987","1987","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1988","1988","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1989","1989","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1990","1990","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1991","1991","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1992","1992","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1993","1993","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1994","1994","tonnes","14","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1995","1995","tonnes","3","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1996","1996","tonnes","5","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1997","1997","tonnes","5","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1998","1998","tonnes","3","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","1999","1999","tonnes","3","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2000","2000","tonnes","7","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2001","2001","tonnes","2","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2002","2002","tonnes","3","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2003","2003","tonnes","6","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2004","2004","tonnes","6","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2005","2005","tonnes","4","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2006","2006","tonnes","6","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2007","2007","tonnes","37","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2008","2008","tonnes","37","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2009","2009","tonnes","14","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2010","2010","tonnes","51","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2011","2011","tonnes","65","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2012","2012","tonnes","15","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5910","Export Quantity","2775","Aquatic Plants","2013","2013","tonnes","9","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1961","1961","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1962","1962","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1963","1963","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1964","1964","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1965","1965","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1966","1966","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1967","1967","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1968","1968","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1969","1969","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1970","1970","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1971","1971","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1972","1972","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1973","1973","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1974","1974","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1975","1975","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1976","1976","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1977","1977","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1978","1978","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1979","1979","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1980","1980","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1981","1981","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1982","1982","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1983","1983","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1984","1984","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1985","1985","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1986","1986","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1987","1987","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1988","1988","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1989","1989","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1990","1990","tonnes","73","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1991","1991","tonnes","118","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1992","1992","tonnes","168","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1993","1993","tonnes","348","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1994","1994","tonnes","427","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1995","1995","tonnes","314","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1996","1996","tonnes","130","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1997","1997","tonnes","117","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1998","1998","tonnes","111","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","1999","1999","tonnes","105","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2000","2000","tonnes","112","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2001","2001","tonnes","126","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2002","2002","tonnes","145","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2003","2003","tonnes","112","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2004","2004","tonnes","106","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2005","2005","tonnes","88","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2006","2006","tonnes","95","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2007","2007","tonnes","90","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2008","2008","tonnes","90","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2009","2009","tonnes","96","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2010","2010","tonnes","89","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2011","2011","tonnes","90","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2012","2012","tonnes","68","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5300","Domestic supply quantity","2775","Aquatic Plants","2013","2013","tonnes","94","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1961","1961","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1962","1962","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1963","1963","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1964","1964","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1965","1965","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1966","1966","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1967","1967","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1968","1968","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1969","1969","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1970","1970","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1971","1971","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1972","1972","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1973","1973","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1974","1974","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1975","1975","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1976","1976","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1977","1977","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1978","1978","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1979","1979","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1980","1980","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1981","1981","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1982","1982","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1983","1983","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1984","1984","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1985","1985","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1986","1986","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1987","1987","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1988","1988","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1989","1989","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1990","1990","tonnes","0","S","Standardized data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","211","Switzerland","5141","Food supply quantity (tonnes)","2775","Aquatic Plants","1991","1991","tonnes","0","S","Standardized data"
